parentTconst,primaryTitle,seasonNumber,year,numSeasons,startYear,averageRating,numVotes,avgVotes,intYear,yearVotes,propVotes,visPropVotes
tt0106145,Star Trek: Deep Space Nine,1.0,1993.0,7.0,1993.0,7.0473684210526315,39867,43905.71428571428,1993,272075,14.652944960029403,38.27916529919298
tt0106168,"Walker, Texas Ranger",1.0,1993.0,9.0,1993.0,7.0,557,1976.111111111111,1993,272075,0.20472296241845078,4.524632166468903
tt0140749,Mighty Max,1.0,1993.0,2.0,1993.0,7.730769230769231,1048,1450.5,1993,272075,0.3851879077460259,6.206350842049021
tt0222518,Adventures of Sonic the Hedgehog,1.0,1993.0,1.0,1993.0,6.627272727272727,1463,1463.0,1993,272075,0.5377193788477442,7.332935148000043
tt0252792,Tous les garçons et les filles de leur âge...,1.0,1993.0,1.0,1993.0,7.2444444444444445,1129,1129.0,1993,272075,0.41495911053937334,6.441731991781196
tt0401937,Generations,1.0,1993.0,19.0,1993.0,9.978594249201278,5248,5248.0,1993,272075,1.9288799044381144,13.888412092237594
tt12606372,Detective Extralarge,2.0,1993.0,2.0,1991.0,6.066666666666666,1107,1112.5,1993,272075,0.4068731048424148,6.378660555652846
tt12749392,Sharpe,1.0,1993.0,7.0,1993.0,7.800000000000001,7372,5241.0,1993,272075,2.7095469999081137,16.46070168585809
tt0098749,"Beverly Hills, 90210",5.0,1994.4444444444443,10.0,1990.0,6.615625,4054,3946.2,1994,393316,1.0307233878103104,10.152454815512899
tt0098800,The Fresh Prince of Bel-Air,5.0,1994.8,6.0,1990.0,7.524,12632,15259.0,1994,393316,3.211666954814958,17.9211242806219
tt0098830,In Living Color,5.0,1994.0,5.0,1990.0,6.865384615384615,828,1078.0,1994,393316,0.21051775162973282,4.588221350694981
tt0098844,Law & Order,4.0,1994.8,21.0,1990.0,7.704545454545454,4976,5263.5,1994,393316,1.2651404977168486,11.247846450395953
tt0098878,Northern Exposure,5.0,1994.0,6.0,1990.0,7.8374999999999995,2708,2749.0,1994,393316,0.6885049171658412,8.297619641595059
tt0098948,Wings,5.0,1994.0,8.0,1990.0,7.904166666666666,2234,2046.875,1994,393316,0.5679911318125883,7.536518638022388
tt0101069,The Commish,4.0,1994.75,5.0,1991.0,7.9363636363636365,1531,1440.6,1994,393316,0.3892544417211606,6.2390258992983885
tt0101081,Dinosaurs,4.0,1994.0,4.0,1991.0,7.928571428571429,1595,2208.75,1994,393316,0.4055263452287728,6.368095046627152
tt0101120,Home Improvement,4.0,1994.4285714285713,8.0,1991.0,7.407692307692307,4840,4968.25,1994,393316,1.2305627027631727,11.093073076308354
tt0101178,The Ren & Stimpy Show,4.0,1994.75,5.0,1991.0,7.261538461538461,1125,1360.8,1994,393316,0.2860295538447457,5.3481730884924215
tt0101188,Rugrats,3.0,1994.3333333333333,10.0,1991.0,7.5346153846153845,2611,1541.7,1994,393316,0.6638428134121165,8.147654959631737
tt0101205,Step by Step,4.0,1994.5,7.0,1991.0,6.758333333333333,1424,1480.7142857142858,1994,393316,0.36204985304437143,6.017057861150842
tt0103359,Batman: The Animated Series,3.0,1994.0,4.0,1992.0,8.11,11760,31675.0,1994,393316,2.989962269523742,17.291507364957347
tt0103405,"Dr. Quinn, Medicine Woman",2.0,1994.0,6.0,1993.0,7.974074074074075,3073,2676.1666666666665,1994,393316,0.7813056168576921,8.83914937569047
tt0103442,Highlander,3.0,1994.4,6.0,1992.0,8.031818181818181,3294,3167.3333333333335,1994,393316,0.8374945336574154,9.151472742992876
tt0103466,The Larry Sanders Show,3.0,1994.4,6.0,1992.0,7.988235294117648,1855,1959.6666666666667,1994,393316,0.47163095322844734,6.867539248001772
tt0103488,Martin,3.0,1994.5,5.0,1992.0,7.4185185185185185,1338,1311.0,1994,393316,0.34018448270601753,5.832533606469984
tt0103491,Melrose Place,3.0,1994.3333333333333,7.0,1992.0,8.123333333333333,2496,2744.714285714286,1994,393316,0.6346042367968758,7.9662050990222175
tt0105933,The Adventures of Pete & Pete,2.0,1994.0,3.0,1992.0,8.514285714285714,1479,1253.6666666666667,1994,393316,0.3760335201212257,6.132157207062011
tt0105935,Aladdin,1.0,1994.0,3.0,1994.0,7.3015384615384615,4092,1757.6666666666667,1994,393316,1.040384830517955,10.199925639522844
tt0105935,Aladdin,2.0,1994.5,3.0,1994.0,7.453846153846154,739,1757.6666666666667,1994,393316,0.1878896358144596,4.334623810833642
tt0105941,Animaniacs,2.0,1994.25,5.0,1993.0,8.375,492,2811.2,1994,393316,0.1250902582147688,3.536810119511207
tt0105946,Babylon 5,2.0,1994.25,5.0,1993.0,7.931818181818182,13449,14582.2,1994,393316,3.4193879730293197,18.491587203453683
tt0105958,Boy Meets World,2.0,1994.1666666666667,7.0,1993.0,7.8999999999999995,5194,4989.857142857143,1994,393316,1.3205666690396527,11.491591138913934
tt0105977,Cracker,2.0,1994.5,3.0,1993.0,8.733333333333333,2294,1981.3333333333333,1994,393316,0.5832460413509748,7.637054676712579
tt0105986,Diagnosis Murder,2.0,1994.142857142857,8.0,1993.0,7.65,1585,1618.375,1994,393316,0.4029838603057084,6.348100978290345
tt0106004,Frasier,2.0,1994.0,12.0,1993.0,8.208333333333334,20168,17405.454545454544,1994,393316,5.127683592836294,22.644389134698013
tt0106017,Grace Under Fire,2.0,1994.25,5.0,1993.0,7.684615384615385,1538,1499.2,1994,393316,0.3910341811673057,6.253272592549486
tt0106028,Homicide: Life on the Street,2.0,1994.0,7.0,1993.0,8.55,724,2080.0,1994,393316,0.18407590842986302,4.290406838865786
tt0106057,Lois & Clark: The New Adventures of Superman,2.0,1994.3333333333333,4.0,1993.0,7.509090909090909,5972,5498.0,1994,393316,1.5183719960540634,12.322223809256442
tt0106064,Mighty Morphin Power Rangers,2.0,1994.5,3.0,1993.0,7.098076923076923,22342,23228.666666666668,1994,393316,5.680419815110496,23.83363131188887
tt0106079,NYPD Blue,2.0,1994.090909090909,12.0,1993.0,7.881818181818182,2899,2085.0,1994,393316,0.7370663791963714,8.58525700952727
tt0106080,The Nanny,2.0,1994.2,6.0,1993.0,7.761538461538461,7594,6404.166666666667,1994,393316,1.93076305057511,13.895189997172078
tt0106115,Rocko's Modern Life,2.0,1994.0,4.0,1993.0,7.938461538461539,1115,1182.75,1994,393316,0.2834870689216813,5.3243503727842825
tt0106145,Star Trek: Deep Space Nine,2.0,1994.0,7.0,1993.0,7.411538461538461,46348,43905.71428571428,1994,393316,11.78390912141891,34.32769890543045
tt0106168,"Walker, Texas Ranger",2.0,1994.0,9.0,1993.0,7.343478260869565,2706,1976.111111111111,1994,393316,0.6879964201812283,8.294554962029176
tt0108684,Aaahh!!! Real Monsters,1.0,1994.0,4.0,1994.0,7.7153846153846155,1868,1677.75,1994,393316,0.4749361836284311,6.89156138787453
tt0108700,Baseball,1.0,1994.0,1.0,1994.0,8.554545454545455,1676,1676.0,1994,393316,0.4261204731055945,6.527790385004673
tt0108756,Due South,1.0,1994.0,4.0,1994.0,8.004347826086956,4543,2108.5,1994,393316,1.1550509005481597,10.747329438275166
tt0108757,ER,1.0,1994.0,15.0,1994.0,8.02,14078,7699.0,1994,393316,3.579310274690071,18.91906518486067
tt0108758,Earth 2,1.0,1994.0,1.0,1994.0,6.866666666666666,2327,2327.0,1994,393316,0.5916362415970873,7.691789399074102
tt0108761,Ellen,1.0,1994.0,5.0,1994.0,6.409090909090909,880,1670.2,1994,393316,0.22373867322966776,4.730102252908152
tt0108778,Friends,1.0,1994.0,10.0,1994.0,8.275,136553,106266.2,1994,393316,34.718394369921384,58.92231696897313
tt0108783,Gargoyles,1.0,1994.0,2.0,1994.0,8.0,3016,5614.5,1994,393316,0.7668134527962249,8.75678852545969
tt0108855,The Memoirs of Sherlock Holmes,1.0,1994.0,1.0,1994.0,7.783333333333334,3848,3848.0,1994,393316,0.9783481983951835,9.891148560178355
tt0108872,My So-Called Life,1.0,1994.0,1.0,1994.0,8.526315789473685,6004,6004.0,1994,393316,1.5265079478078696,12.355193028876034
tt0108894,Party of Five,1.0,1994.0,6.0,1994.0,8.004545454545454,2071,1631.5,1994,393316,0.5265486275666386,7.25636704947206
tt0108941,The Stand,1.0,1994.0,1.0,1994.0,7.2,2697,2697.0,1994,393316,0.6857081837504704,8.280749867919393
tt0108968,Touched by an Angel,1.0,1994.0,9.0,1994.0,7.954545454545454,862,1404.111111111111,1994,393316,0.21916220036815182,4.681476266821736
tt0108981,The Vicar of Dibley,1.0,1994.0,5.0,1994.0,7.2333333333333325,3223,1236.8,1994,393316,0.8194428907036582,9.052308493990127
tt0821060,Bella Block,1.0,1994.0,1.0,1994.0,7.3999999999999995,1504,1504.0,1994,393316,0.3823897324288867,6.183766913693357
tt0874686,Ein starkes Team,1.0,1994.0,1.0,1994.0,6.805747126436782,2043,2043.0,1994,393316,0.5194296697820582,7.207146937464631
tt2329424,Halifax f.p.,1.0,1994.0,1.0,1994.0,7.171428571428571,1019,1019.0,1994,393316,0.259079213660263,5.089982452428132
tt0098749,"Beverly Hills, 90210",6.0,1995.5555555555557,10.0,1990.0,6.578125,3543,3946.2,1995,443047,0.7996894234697447,8.942535565876966
tt0098837,Keeping Up Appearances,5.0,1995.0,5.0,1990.0,8.02,1805,1843.6,1995,443047,0.4074059862723368,6.382836252578761
tt0098878,Northern Exposure,6.0,1995.0,6.0,1990.0,7.51304347826087,2387,2749.0,1995,443047,0.5387690245053008,7.340088722251937
tt0098929,Tiny Toon Adventures,3.0,1995.0,3.0,1990.0,7.5,1074,1869.3333333333333,1995,443047,0.24241220457423254,4.9235373927109825
tt0098948,Wings,6.0,1995.0,8.0,1990.0,7.950000000000001,2270,2046.875,1995,443047,0.5123609910460967,7.157939585146669
tt0101050,Blossom,5.0,1995.0,5.0,1990.0,7.618181818181818,847,1092.4,1995,443047,0.19117610546962285,4.372368985682965
