song_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4ZPXuHp219ujq6QJ9oqteR,0.773,0.623,6,-6.173,0,0.0377,0.22,0.0,0.389,0.714,129.962,208280,4
1mKnXWjyN6MUYpz84F4u7A,0.789,0.727,5,-5.464,0,0.0467,0.231,0.0,0.176,0.871,97.461,198733,4
0dFnzQFwHlVpg5b1LwqBXs,0.835,0.644,5,-7.227,0,0.353,0.312,7.51e-06,0.127,0.553,102.973,262893,4
0QsVEToTTilpxtOZUAbzlg,0.892,0.64,1,-7.472,1,0.471,0.0806,0.000685,0.113,0.26,134.207,134280,4
7ruaJ8big0EWR4EWtO0Zbl,0.897,0.685,11,-6.259,0,0.287,0.103,0.0,0.0653,0.273,130.095,175373,4
1fii2g7ChI3G84FcGCtLiZ,0.883,0.606,2,-8.147,1,0.392,0.159,0.0,0.0875,0.474,125.848,111680,4
5ESsblWoh8mBsYtvklWa3N,0.871,0.677,0,-6.855,1,0.256,0.033,1.02e-05,0.103,0.176,139.108,146027,4
2osqgXfcatWZ4OPd4x6jGX,0.772,0.409,0,-9.288,1,0.282,0.0296,0.0104,0.117,0.355,133.017,129987,4
695S2FQ8TEdutQiKRK93sx,0.567,0.784,3,-7.141,0,0.407,0.266,0.0,0.261,0.627,79.137,158000,4
5cjecvX0CmC9gK0Laf5EMQ,0.678,0.659,11,-5.364,0,0.319,0.0534,0.0,0.553,0.191,146.153,202235,4
3ireeOPKD5i6wN6CBp5koM,0.558,0.941,11,-4.731,1,0.347,0.0401,3.09e-06,0.344,0.508,93.027,230409,4
0ocIyziRJhnicqGm1u0m1X,0.452,0.685,10,-7.143,0,0.336,0.121,0.0,0.127,0.673,85.718,270027,4
34IY2117PizF4NoRPoMth6,0.727,0.757,8,-5.785,1,0.14,0.294,0.0,0.115,0.647,150.002,210990,3
1Rn0dmvcmrkM16ImY8TObH,0.714,0.779,10,-7.078,0,0.333,0.0941,0.0,0.167,0.458,141.983,183041,4
5fBLHMccZTRyCxFI17YjQB,0.442,0.885,9,-4.908,1,0.336,0.201,0.0,0.27,0.651,84.936,238777,4
5iHTJQAyosPC8H498A0Lh5,0.777,0.546,1,-7.075,1,0.221,0.0087,0.0,0.113,0.155,125.984,228814,4
3OrkWDgwqo5tZyGqu1khlU,0.396,0.512,9,-6.62,0,0.251,0.174,0.0,0.081,0.113,179.336,186013,4
7CbkW1lLxOM5D6YWTnzknv,0.547,0.881,4,-5.994,0,0.31,0.111,0.0,0.386,0.44,86.628,166486,4
5WkVuwmvmbmysXlKtdfkRD,0.608,0.631,5,-7.096,0,0.414,0.28,1.11e-06,0.287,0.146,119.201,203502,4
4nbg6j4t38jiFdwXt3kiLQ,0.419,0.688,1,-7.332,1,0.361,0.0926,0.0,0.104,0.149,79.145,196069,1
5TTzhRSWQS4Yu8xTgAuq6D,0.465,0.82,10,-5.907,0,0.307,0.0963,0.0,0.0888,0.505,86.839,206465,4
2ohk9OZFaYwo8UrRm3ewqq,0.526,0.717,9,-6.744,0,0.439,0.213,0.0,0.117,0.354,147.437,181864,4
1xSTaiXN33Y5chE2bFixVo,0.426,0.722,6,-5.112,1,0.388,0.0984,0.0,0.117,0.393,93.014,231353,4
20yDAohnjeOlLpnogPhnCO,0.485,0.693,10,-6.478,0,0.288,0.128,0.0,0.49,0.567,89.568,186249,4
5iGkUe025afEj6z66GHjWv,0.476,0.673,10,-8.013,0,0.297,0.0492,0.0,0.119,0.691,80.684,243619,4
667XbVuYeoYAVUBzB9Z7Q8,0.492,0.688,10,-6.913,0,0.316,0.0111,0.0,0.0566,0.29,175.801,260500,4
05X6aMCQR09E6smUmw9qms,0.296,0.421,7,-8.891,1,0.0285,0.214,0.0,0.232,0.335,83.425,261627,5
5MJP0TRQebWaV6KrXuwyfv,0.626,0.541,0,-7.615,1,0.0308,0.352,0.0,0.119,0.255,112.001,228916,4
0hnErtVKN1JyvfBNfpWDpO,0.505,0.443,0,-8.649,1,0.0249,0.453,0.0,0.0647,0.38,76.874,247933,4
2opHCc3qNPHIaHPKQmOYIl,0.631,0.634,2,-5.202,1,0.0326,0.568,0.0,0.124,0.569,90.947,229333,4
40dXejNIzrBxnqraepPUky,0.866,0.727,4,-6.493,1,0.0516,0.268,0.000237,0.0788,0.827,125.004,242974,4
7DNGqrLnd07C2FPpAdn6cc,0.472,0.181,10,-11.417,1,0.0406,0.896,1.02e-06,0.11,0.198,116.155,208573,4
2ib1MKaP7AMXILGF9b7Fkt,0.779,0.689,0,-5.666,1,0.147,0.149,0.0,0.241,0.201,107.159,221500,4
12BTlaSwSGkH1bdgfwiv0l,0.466,0.164,5,-17.17,0,0.0332,0.364,1.02e-05,0.232,0.101,122.913,332080,4
4k5ripwnTRXiOzXUEGhXSz,0.699,0.555,0,-7.403,1,0.0641,0.253,6.93e-06,0.122,0.272,108.002,207253,4
3dA1Z1MFUVbdY796jNEjr2,0.71,0.618,9,-5.227,1,0.343,0.349,1.81e-06,0.0815,0.634,91.02,214187,4
1DGkUoopGsVyBh6RcrkUVk,0.499,0.733,3,-6.27,0,0.325,0.0472,0.0,0.119,0.305,93.931,175974,4
13ocGRA0tLxbMTZoPYklPn,0.553,0.8,9,-6.042,0,0.399,0.0734,0.0,0.144,0.145,128.422,241374,5
45sGaPxmZDYbDtYEScFJZf,0.769,0.606,6,-7.052,0,0.0913,0.254,5.58e-06,0.149,0.28,154.065,202797,4
5qAiI2aSxuK5HcfQsk5sfg,0.783,0.692,2,-5.832,1,0.238,0.174,1.65e-06,0.109,0.201,117.969,225854,4
4oqoLxAFZsOVNsz8GncVRI,0.939,0.754,0,-6.22,1,0.113,0.124,0.0,0.113,0.647,110.002,183354,4
5MijdBtG8a7VWb3jMhHrzV,0.544,0.59,4,-6.677,0,0.464,0.265,0.0,0.092,0.32,80.026,297324,4
4bCoM0XTnht30tIkdUHotS,0.754,0.377,0,-10.254,1,0.15,0.0738,0.0,0.17,0.0745,145.986,184115,4
1eeMYjuph7DQ1WOkMH7YA3,0.367,0.774,3,-6.877,0,0.124,0.00794,0.000125,0.173,0.0834,176.135,159024,4
053sjtHtfgseKIyA777w2C,0.731,0.782,7,-5.194,1,0.231,0.0824,0.0,0.0983,0.356,172.036,226047,4
61SVUyEV6XuLqTLglmS2AA,0.854,0.636,11,-6.489,0,0.158,0.108,0.0,0.104,0.286,120.029,215767,4
2WdASAQj1TyuYoprtWFyrv,0.784,0.717,1,-4.505,1,0.171,0.0868,0.0,0.095,0.56,111.999,175729,4
6NM7H8871GBBobmA59AhOa,0.831,0.754,9,-2.295,0,0.0863,0.0641,0.0,0.0985,0.747,129.934,208000,4
5MIqytehFV7QAX4BUcRSgG,0.641,0.799,7,-5.143,1,0.264,0.0882,0.0,0.266,0.219,93.195,196000,4
5S19nD3HgVzioPl0JBF2du,0.727,0.835,5,-4.812,0,0.0395,0.133,0.0126,0.106,0.682,95.995,212500,4
6UKbUXyuUtUsoo8KmeDttD,0.806,0.744,4,-3.783,0,0.129,0.528,7.46e-06,0.154,0.92,75.009,197419,4
7qLqv48Sl8JTFRlqotyvfY,0.544,0.59,4,-6.677,0,0.464,0.265,0.0,0.092,0.32,80.026,297324,4
2LHiYe9vtCpBbx5m8peynB,0.878,0.668,8,-6.627,0,0.0545,0.201,4.26e-05,0.077,0.587,125.962,131840,4
3HzQMJzR8kjnmijSlTTycu,0.622,0.693,1,-5.781,0,0.339,0.292,1.51e-05,0.254,0.206,127.844,183750,4
2MRa7smgGyELfGEpmw1ILu,0.565,0.764,1,-6.753,0,0.364,0.105,0.0,0.473,0.5,71.598,227093,4
3J3JcR6Akadd7R42qoqdhy,0.405,0.653,2,-6.03,1,0.0677,0.0275,0.0,0.0641,0.208,146.991,224967,5
7nhYUvJs6zPXK6jBhYqcY4,0.741,0.368,4,-12.862,0,0.106,0.613,4.97e-06,0.0913,0.194,105.012,113903,4
6z9IdfByHSdQp0RbNZCMVU,0.78,0.622,0,-6.806,1,0.365,0.4,0.0,0.0648,0.354,144.05,174747,4
1OZckfI4Mcx6ZG9gaasb47,0.622,0.522,9,-5.749,0,0.0345,0.585,0.0,0.0699,0.341,126.425,235547,3
6OThGIkkHcL6cJ8nJawjpq,0.655,0.835,5,-5.942,1,0.167,0.334,1.11e-05,0.24,0.394,126.092,155987,4
6nBcD1J3L7qrgaEknTKNhv,0.46,0.709,7,-7.768,1,0.414,0.269,0.0,0.1,0.456,94.431,171992,4
7yLypiPQQt7SPG7I26mq2l,0.782,0.784,10,-6.51,0,0.327,0.379,0.0,0.148,0.552,130.101,188989,4
6kaTpmTsLM36bNwm3ZyE3h,0.434,0.806,1,-4.678,1,0.285,0.127,0.0,0.0909,0.381,84.231,196937,4
4WkcGT6VQndAd1rtRa8f8t,0.571,0.743,11,-6.283,1,0.362,0.145,0.0,0.133,0.267,130.928,168972,5
6zd31HpApjec1ldpS1E4Xu,0.479,0.758,7,-5.377,1,0.395,0.0851,0.0,0.621,0.654,82.21,225953,4
4M3xIXqnGGmiXkcNTi3HGw,0.454,0.802,7,-5.318,1,0.349,0.131,0.0,0.788,0.673,185.68,160200,4
1PUAtAZlCOZAlCMxsW5EDk,0.656,0.819,1,-5.087,1,0.311,0.0939,0.0,0.281,0.417,93.025,181073,4
0N0eGcSmFD0C09G9zaTkF2,0.48,0.809,8,-5.364,0,0.341,0.152,6.42e-05,0.181,0.347,91.859,162720,3
6vfP0J7WLSSEFJl8551gID,0.522,0.846,2,-5.416,1,0.171,0.238,0.0,0.41,0.28,89.023,169485,4
0P7CwiO5v0qVCKqYPrc8q2,0.584,0.624,4,-5.721,0,0.381,0.17,0.0,0.121,0.459,158.076,239987,4
3rdpzWxciTQxTup4DMFJM7,0.824,0.774,8,-4.989,1,0.184,0.181,0.0,0.243,0.738,129.968,176999,4
0tW4YbVJ0z6CeQjYBFd09V,0.598,0.788,6,-6.534,0,0.203,0.546,0.000625,0.1,0.685,103.497,188932,4
2axf5shPhjS8qdaGr5MWaS,0.803,0.857,5,-5.09,0,0.0626,0.234,0.00202,0.59,0.691,136.012,147023,4
27CUvggbN4O6ASZEsExeAi,0.824,0.639,9,-5.788,1,0.295,0.153,2.07e-05,0.296,0.57,152.97,267397,4
70f0ToGXTEtLKFSwHMbHoC,0.609,0.357,9,-10.056,1,0.0398,0.514,0.00034,0.0603,0.468,183.055,180413,3
1nP69R7Nc3yIbiN6EUNyZi,0.691,0.793,1,-5.154,1,0.184,0.00211,0.0,0.0668,0.428,119.562,187270,5
2TKXBTeElco8EEnXtRkFdQ,0.805,0.556,1,-8.078,0,0.283,0.369,0.0,0.119,0.6,83.002,239854,4
3nCcFA1iiehndgGSddMiV2,0.528,0.816,9,-8.139,1,0.0354,0.0707,0.0,0.338,0.666,138.783,254200,4
75clRtmtXSkZsPm6SjjQ5j,0.636,0.178,7,-12.179,0,0.0656,0.663,0.0,0.0964,0.643,139.997,154827,4
5MQnMbyLe8aviuxO4Wwh3L,0.567,0.525,0,-6.6,1,0.032,0.368,1.29e-06,0.063,0.365,137.932,262627,4
2VRNYpYmE2ToZQYgiUl4Hc,0.549,0.712,7,-4.686,1,0.0242,0.273,0.0,0.0349,0.445,144.052,256200,4
3bexRhE1syNajyDcA7u4L3,0.746,0.458,5,-9.163,1,0.0575,0.603,0.0,0.237,0.596,112.066,166653,4
7f4zVC7NpraLjXjFx9DNDt,0.37,0.929,1,-4.444,1,0.145,0.101,0.0,0.275,0.708,90.452,191749,4
1EK5Z3jnZh1nHXPUXpaLhK,0.481,0.359,8,-8.331,1,0.0279,0.0965,1.8e-06,0.0963,0.202,140.83,243040,4
6X0pg9AHaLYLq8Cy5j8Suz,0.768,0.943,9,-2.875,1,0.127,0.219,1.04e-06,0.115,0.822,125.139,190320,4
7AhcUUsJyYpvHvfrRsiysS,0.609,0.648,1,-5.586,0,0.285,0.0479,0.0,0.179,0.154,90.034,249564,4
0ezxVlILGg3XiTJONE7PEn,0.537,0.834,5,-8.76,1,0.083,0.0326,0.0,0.416,0.353,125.993,176425,4
4lsH9KsVtGMLt2r0mVrbhz,0.53,0.883,6,-5.845,1,0.0418,0.00133,0.033,0.145,0.826,167.713,223133,4
3ZBI7OtSROoZ7GIwSJyq0L,0.526,0.701,11,-5.214,1,0.0347,0.066,0.0,0.265,0.761,141.951,202627,4
3PkGAZ0b6v8iBRm9YsDBVx,0.649,0.517,9,-5.227,0,0.0273,0.54,0.0,0.0601,0.185,119.968,288440,4
2fkPVFB4cip85rPhOVi0C0,0.538,0.513,2,-10.585,1,0.0372,0.149,0.0,0.147,0.312,84.072,159507,4
3JKvHtrY7PXO7afJ9m6IG0,0.574,0.871,6,-3.757,1,0.0389,0.0537,0.0,0.109,0.701,126.012,180890,4
4gWpUjTbcwASiRVkJM319B,0.262,0.676,7,-5.645,1,0.0527,0.447,0.0,0.205,0.364,207.485,197147,3
3Htz83JjUVxDnhQ8MPknnt,0.478,0.357,10,-11.82,1,0.133,0.684,0.0,0.112,0.108,131.919,208227,4
2O2WokTrPztBCAuuJKyCA2,0.646,0.481,8,-6.315,1,0.276,0.274,1.48e-05,0.302,0.108,78.384,188957,4
0xbHp9AXvMKteyvGuyGzBM,0.767,0.703,7,-5.629,1,0.069,0.264,0.496,0.122,0.568,156.003,115015,4
2oXy2U15tnQ1HIRrpjLp41,0.444,0.526,7,-6.919,1,0.0276,0.28,3.87e-06,0.116,0.246,138.08,204120,4
1bqypXWn45G1mCgJUFy8Km,0.546,0.493,8,-8.493,0,0.0453,0.659,0.0,0.631,0.496,133.792,199507,4
424hXQ2DfVV6lv8HGmLhvz,0.649,0.506,4,-8.239,1,0.0565,0.597,0.0,0.116,0.625,88.095,199760,4
3HBvs6g8WgT8KT1gZzGSX1,0.297,0.812,8,-9.284,1,0.0544,0.0278,0.00147,0.435,0.524,140.188,139893,4
2HvMyC2NoRJceu6Lgbn4lS,0.676,0.692,0,-6.683,0,0.249,0.216,9.26e-06,0.141,0.111,125.966,179125,4
0AoddBrfHHyRMPiZBA3rmB,0.337,0.143,0,-16.452,1,0.0283,0.666,0.000251,0.251,0.0722,83.201,267800,3
1Udy17gjGeZPNdmmcLjl7L,0.363,0.205,5,-9.301,1,0.0271,0.916,1.6e-06,0.105,0.18,82.932,141240,4
7phfakxI404JNMhDa5PXHq,0.589,0.393,2,-9.277,1,0.0344,0.908,0.0,0.31,0.458,94.032,199880,4
52xAOawE5GDmfmRQO5x048,0.386,0.228,10,-9.848,1,0.0305,0.934,3.86e-06,0.103,0.239,101.051,194728,3
1pu1JvQGEgWefV3lxPET4L,0.293,0.572,10,-6.827,1,0.0363,0.272,0.0,0.118,0.219,205.198,218798,3
1wW6izAT1QSWPeVUn6UyBX,0.456,0.537,3,-6.888,1,0.0284,0.584,0.37,0.173,0.289,122.523,277893,3
18g50kFt5uwVeCzQbrCvAO,0.622,0.688,4,-3.504,0,0.0845,0.52,0.0,0.375,0.766,140.561,161973,4
6YH4GanBHEi4oRsqvKFMwv,0.53,0.421,2,-11.352,1,0.0305,0.803,0.0,0.057,0.4,150.901,300733,4
6BWovmPraUw2bnMllCiiML,0.506,0.174,0,-11.939,1,0.0261,0.771,0.0,0.114,0.137,78.079,254320,4
5c4tB0saSkNHX5CyDosuF7,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,241875,4
0p6ZRPPmXONaxaqWVdBZmD,0.828,0.693,10,-5.294,0,0.284,0.318,0.0,0.177,0.87,137.985,228603,4
3my1RfvOhuSan7Ml1ZIVze,0.567,0.713,0,-6.097,1,0.469,0.222,0.0,0.0716,0.538,78.221,218040,4
6hB5hpMGCIriSNCH0d2zHY,0.834,0.841,10,-6.249,0,0.176,0.00498,2.93e-05,0.5,0.378,116.029,178170,4
1HgK7BQsq5397JH2xzH3dn,0.532,0.844,9,-4.897,1,0.458,0.0663,0.0,0.236,0.569,149.697,202000,1
2gFYrhAsBGU9DUzOiCy16l,0.906,0.83,9,-5.055,0,0.0844,0.0565,0.0,0.0367,0.614,120.09,266322,4
5MuiT0D2jhWwWJyx3W9gsk,0.568,0.949,1,-3.512,1,0.209,0.101,1.48e-06,0.13,0.4,146.975,233760,4
4v6P25AxtnhbDuybZpzRG8,0.836,0.664,8,-3.994,1,0.21,0.103,0.0184,0.0931,0.71,170.013,222080,4
0HBdrRjDE1t56e2sTquhxl,0.535,0.716,8,-7.512,1,0.183,0.126,0.0,0.56,0.275,81.869,138573,4
3PAI7PCFpBfTOPnGRisqWq,0.505,0.628,4,-8.149,0,0.505,0.334,0.00241,0.75,0.368,142.422,278893,4
59TZtCXoVMHe9JZKfS5uY5,0.383,0.835,10,-6.424,0,0.215,0.15,3.71e-06,0.164,0.365,149.875,246800,4
3mSKpnCdwjdf3a9T7O5jyJ,0.547,0.889,0,-5.872,1,0.34,0.534,0.0,0.284,0.667,82.527,210400,4
0GR2HhZteEmmcLf02bLXid,0.757,0.781,9,-3.425,1,0.244,0.0402,0.00884,0.0629,0.713,83.474,258467,4
1j0WhqRdlsxnHzzvZkuw8b,0.657,0.792,0,-7.367,0,0.277,0.421,0.00462,0.147,0.148,92.124,205720,4
5JSp2VRn86bVldslj2iAxC,0.623,0.681,6,-3.742,0,0.111,0.101,0.0,0.109,0.303,125.962,259053,4
7tmIQWlTP3lqZbJkOJ1T0f,0.586,0.669,0,-6.608,1,0.371,0.429,1.49e-05,0.372,0.311,149.496,236680,4
0CGFNKxoTUE4VIRHvqOQ11,0.827,0.803,9,-5.611,1,0.219,0.0655,0.0,0.342,0.437,122.016,272360,4
1DFIyhRxaDAbZxTMN0BSBu,0.762,0.66,7,-6.381,1,0.087,0.239,3.25e-05,0.11,0.353,95.961,183667,4
6Zosz8w6CmdGMZM6p4JlbQ,0.746,0.794,1,-6.331,1,0.0698,0.0258,0.0,0.0497,0.447,104.827,205741,4
3R1jfrFsFvXRkXc10cea6l,0.744,0.629,2,-7.321,1,0.244,0.243,0.0,0.0995,0.453,113.048,238048,4
0PnctHaHNXS61dCBN04Ljb,0.73,0.894,8,-4.374,0,0.245,0.195,0.0,0.0791,0.596,120.048,224187,4
5hNbpjMYatgqiDa7nonhsl,0.644,0.678,10,-7.554,0,0.331,0.133,0.0,0.138,0.421,108.735,203626,3
27lm3yIbCVK72Sxzg2bC2q,0.558,0.637,2,-5.703,1,0.18,0.013,0.0,0.0677,0.287,86.833,180787,4
0t2myRMEMCi2SRyg5TEFLp,0.65,0.776,6,-5.059,1,0.139,0.138,0.00417,0.27,0.772,88.89,192155,4
5cchJci8fb4K0b0i66s5pA,0.474,0.679,0,-6.167,0,0.285,0.121,0.0,0.139,0.0775,129.881,235952,4
3upwGWP1sYtT0EvPSJkDew,0.734,0.751,7,-4.916,1,0.0684,0.159,0.0,0.307,0.65,84.011,210533,4
7HE46t2LhL3bhBQ6xLFnDK,0.785,0.628,6,-8.543,0,0.419,0.547,0.0,0.0984,0.138,82.99,93903,4
40pHVB9CkfURpEN3Gs7pzb,0.624,0.648,1,-5.107,0,0.372,0.35,5.89e-06,0.114,0.598,120.101,176668,4
3cVqzi5Ac8Y9qeYOpPqT35,0.759,0.731,5,-6.879,0,0.104,0.0453,0.0,0.135,0.651,119.902,170890,4
2SxSkbiwqNmYPg5unVRNQB,0.724,0.857,11,-4.459,0,0.0798,0.155,7.66e-05,0.349,0.532,90.079,188867,4
1vRaE5c88yHm5pTZsFjxp1,0.773,0.649,4,-5.289,0,0.0792,0.289,0.000227,0.0996,0.644,169.952,184946,4
19C5JNzCR1O2TTZM8qQ5Wy,0.824,0.532,8,-7.789,0,0.224,0.1,0.0,0.313,0.408,109.966,171375,4
1RypvRWKyTlSe0i2JtrVrm,0.679,0.609,5,-7.001,0,0.205,0.37,0.0,0.228,0.468,154.126,207540,4
36qdhzy2XAuQqUWo55h433,0.644,0.835,1,-3.866,1,0.34,0.0588,0.0,0.186,0.37,91.966,161393,4
3AaZtZVrkVvE7fnLP80LLh,0.768,0.779,4,-6.618,0,0.0578,0.596,0.00144,0.0898,0.389,108.014,198555,4
0oDrO1NTbP6uYNzSnjcqQG,0.772,0.485,10,-7.758,1,0.142,0.516,0.0,0.169,0.172,106.98,254200,4
2Itq6DbmFVCnmGs7TSQb3l,0.458,0.762,6,-6.811,0,0.446,0.424,0.0,0.112,0.389,88.518,182172,5
36cYvSVcUb8f0hSqZhhxvz,0.477,0.868,4,-3.717,0,0.365,0.546,0.0,0.075,0.514,85.301,309437,4
1rjOH4cWUyyo8JRkjQJHd0,0.557,0.867,1,-3.682,1,0.731,0.243,0.0,0.079,0.542,93.053,238938,4
1DzwtVxxP4xhBL2kQixDpJ,0.748,0.616,1,-7.358,0,0.168,0.572,0.0,0.124,0.31,99.98,234596,4
2wClcS0uXRVwUhuZBIVpQp,0.632,0.789,11,-6.176,1,0.329,0.108,0.0,0.269,0.346,84.926,152986,4
2a9yoHHUk5dRdq5GU8KvU2,0.464,0.649,2,-8.367,1,0.143,0.00665,0.0,0.0902,0.283,87.073,170693,4
36qA0yKr7uNfQDFledNkiN,0.396,0.278,0,-11.472,1,0.0346,0.881,0.0183,0.114,0.229,155.328,195372,3
26H7SNTmq9QjiCQ0qpB6qm,0.671,0.694,7,-7.074,1,0.211,0.0448,0.0,0.172,0.496,147.916,197757,4
5E1IQbUZxY7gyrNlwiEr7T,0.547,0.667,1,-7.612,1,0.201,0.116,0.0,0.203,0.393,95.172,248373,4
70r8dhKyITz4kzvU5SRa0m,0.757,0.822,4,-5.9,0,0.203,0.00428,1.35e-05,0.238,0.55,101.991,246955,4
6SIToQ3DgnTIzXAyM4amnh,0.484,0.613,5,-6.552,0,0.151,0.204,0.0,0.065,0.394,82.15,227708,3
2qOMpFfLZ0agDTouBxUDCb,0.704,0.511,4,-8.953,0,0.0567,0.051,1.17e-05,0.193,0.475,128.025,210573,4
5QN61DH3eHopa0IBarwr6B,0.622,0.77,9,-6.938,1,0.312,0.584,0.0,0.35,0.466,86.904,237227,4
3nmWV4qvKl7rPdX99SyQem,0.662,0.616,2,-6.318,1,0.07,0.354,0.0,0.203,0.372,111.954,210800,4
7g4ZuevZdAZh4EDrJG1S4X,0.541,0.58,5,-8.423,0,0.334,0.371,0.0,0.132,0.572,192.12,153990,4
6ME3MgyTvEF082QdPuJFbK,0.716,0.833,6,-5.696,0,0.355,0.155,0.0,0.229,0.61,120.096,144660,4
2XqwsCjZVGd0UqiEk64vVW,0.584,0.457,1,-9.197,0,0.112,0.426,0.0,0.189,0.346,88.423,306347,4
4m973PBeKbRIMCdLypmPWz,0.623,0.789,6,-6.534,0,0.195,0.54,0.000656,0.1,0.683,103.364,188932,4
0RTzJVkunbGwuRjXDFHnjf,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017,251147,4
55tbrlg7fwWIKJUxm2BBt1,0.665,0.596,2,-5.879,1,0.384,0.0535,0.0,0.124,0.335,91.915,190472,4
3823DOqLpaYkxDiBrjznTp,0.702,0.648,3,-7.595,0,0.141,0.744,0.000108,0.0999,0.223,123.974,248333,4
3HUV7iNGXCCZfdznDTpaz4,0.67,0.679,5,-4.204,0,0.0359,0.165,0.0529,0.198,0.547,87.999,196684,4
6qTod2A9yWiGhqmJgHHwMz,0.747,0.811,11,-5.814,0,0.0781,0.268,1.23e-05,0.11,0.331,109.973,201086,4
6jgmmtRaR1s5WpV6zHFYyo,0.697,0.795,10,-5.618,0,0.234,0.554,0.00376,0.263,0.343,100.052,214021,4
7dLyQvIUXCAIdk0ZiatE3y,0.772,0.809,1,-3.8,0,0.272,0.103,0.0,0.0986,0.542,93.068,235073,4
0z0islLRHRDnx4Cy7Zu3Ru,0.43,0.791,8,-5.802,0,0.345,0.308,0.0,0.203,0.23,93.516,169757,3
17Fol0EIxmCYz3Q1uax4DV,0.738,0.806,5,-6.102,1,0.0515,0.661,8.43e-05,0.111,0.513,130.005,236475,4
7qJVGbGjDDXEgirD3JwaQP,0.774,0.61,1,-7.823,1,0.152,0.597,0.0,0.189,0.201,103.991,198621,4
17FpUh6WRFjTiO2I4lmPlN,0.719,0.903,11,-3.95,0,0.267,0.0913,0.0,0.201,0.669,90.126,198360,4
1DmTjPulewJKFW2xbhYNJE,0.571,0.691,5,-9.075,0,0.129,0.00876,6.28e-05,0.129,0.478,157.549,282693,3
20uKv8uFihEw4GSzJZ4PtS,0.874,0.71,6,-8.047,0,0.133,0.392,1.43e-05,0.229,0.747,115.011,125480,4
0A8IMotj3TpnWDlaUxlmq5,0.504,0.592,2,-10.194,1,0.0598,0.0261,1.06e-06,0.711,0.179,136.232,243067,3
5iwJ9wwJES8PUVblgaf1Pb,0.91,0.67,11,-4.751,0,0.1,0.0294,0.000174,0.156,0.832,139.98,174413,4
4CmgZ1nRyMD9in8URnPycY,0.541,0.413,7,-13.852,1,0.132,0.843,1.51e-05,0.33,0.0872,73.644,173573,4
5mDi8FkNbOzi0oShXATOAx,0.776,0.423,1,-8.374,0,0.065,0.661,0.00152,0.104,0.384,119.975,216040,4
1AJ9259bdyAX6lHnKx6XPf,0.333,0.453,6,-9.41,0,0.0408,0.0393,0.000761,0.0868,0.0386,139.578,379560,4
2ugvCLxbsJdwWWNPc9Js8V,0.621,0.616,1,-8.954,1,0.142,0.00163,1.49e-06,0.164,0.571,100.104,206573,4
5c96y4JoyxOFlmLdEqQzGI,0.521,0.572,11,-9.513,0,0.056,0.195,5.3e-05,0.107,0.618,118.448,404133,4
7hWwNF1UM1LgWsjnPtQzgT,0.55,0.461,8,-9.929,1,0.218,0.00582,5.7e-06,0.0956,0.199,83.404,238387,4
0iLepQZplKG7yHcftpPNo1,0.348,0.789,11,-7.203,0,0.0869,0.00167,0.00981,0.351,0.108,168.795,242733,4
7ByFwzXO3G2CgLejzv3d1q,0.891,0.33,8,-10.062,1,0.354,0.533,0.00047,0.111,0.385,120.103,181573,4
3JGE1pWIf4Z6JqjIz6f1F4,0.403,0.329,6,-13.643,1,0.0864,0.189,6.76e-05,0.111,0.084,91.47,205133,4
3Wi5z5ASy33TNpuO0WCcRA,0.578,0.661,7,-8.346,1,0.295,0.19,0.0,0.0918,0.337,120.081,234907,4
14n1MtBK2qgyvijlcnO8ER,0.622,0.222,9,-14.075,0,0.0726,0.892,3.1e-06,0.14,0.386,81.891,116573,4
3wSsfgSBG9IupP2rZTGkJY,0.738,0.651,2,-5.957,1,0.174,0.0644,0.000687,0.162,0.173,145.969,248997,4
3cIcZ9nBKNdDjyWVDoU1I6,0.443,0.874,6,-6.014,0,0.0771,0.000979,0.000485,0.511,0.287,156.048,241453,4
26haJjtanhamtf25RXH0MO,0.775,0.723,10,-3.479,0,0.0486,0.17,0.000672,0.0579,0.604,124.05,170323,4
5X5yoMWOcb7H0QZQfVZWqT,0.764,0.612,1,-7.926,1,0.126,0.644,1.59e-06,0.164,0.193,103.968,198621,4
5t0Tfp92pupUt06UO0YH0S,0.704,0.778,8,-5.789,1,0.157,0.65,4.34e-06,0.12,0.765,95.901,174387,4
0fHZirprNSLEc1OLs1OiwL,0.75,0.676,4,-6.651,1,0.0281,0.0295,3.15e-05,0.0749,0.851,119.99,254587,4
11pNf8SA2U3PXzLca8BFt6,0.773,0.775,11,-6.877,0,0.0439,0.248,0.0278,0.107,0.173,125.971,157493,4
3kXqUXnukwkpsxhW8emNC0,0.607,0.449,0,-8.785,0,0.027,0.234,7.31e-06,0.208,0.142,129.947,174577,4
6Z0XvbeGzalpzS7qcAK5mX,0.82,0.615,8,-8.274,0,0.213,0.296,0.0,0.0646,0.876,143.959,266643,4
1kOq5WUS8KYID3pJXpnX7k,0.475,0.895,6,-3.843,0,0.04,0.01,0.0,0.325,0.756,165.002,247147,4
